번호,연도,월,시도,구,상호,주소,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0032712,2020년,10월,서울,구로구,개봉주유소,서울 구로구 고척로 115 (개봉동),현대오일뱅크,셀프,,1342.23,1142.23,1100.0
A0000873,2020년,10월,서울,서초구,한독주유소,서울 서초구 방배로 218 (방배동),GS칼텍스,셀프,1564.19,1391.9,1214.35,
A0000792,2020년,10월,서울,구로구,구로주유소,서울 구로구 구로동로 137 (구로동),GS칼텍스,일반,,1898.0,1742.0,1376.0
A0009920,2020년,10월,서울,서초구,헌릉로주유소,서울 서초구 헌릉로 177 (내곡동),GS칼텍스,셀프,1515.0,1391.77,1198.55,1200.0
A0000791,2020년,10월,서울,구로구,구인주유소,서울 구로구 경인로 558 (구로동),SK에너지,일반,,1285.29,1085.29,1050.0
A0000917,2020년,10월,서울,서초구,현대오일뱅크(주)직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),현대오일뱅크,일반,1566.74,1413.52,1250.29,1250.0
A0033149,2020년,10월,서울,구로구,극동유화(주) 항동주유소,서울 구로구 서해안로 2154 (항동),S-OIL,셀프,,1286.42,1086.42,
A0005701,2020년,10월,서울,강동구,sk해뜨는주유소,서울 강동구  상일로 132 (강일동),SK에너지,셀프,,1455.0,1288.0,1000.0
A0009913,2020년,10월,서울,서초구,현대오일뱅크(주)직영 서초제일주유소,서울 서초구 사임당로 116 (서초동),현대오일뱅크,일반,1649.0,1456.84,1297.84,
A0000856,2020년,10월,서울,구로구,남선석유(주)풀페이주유소,서울 구로구 경인로 41 (온수동),SK에너지,셀프,,1288.61,1088.61,
A0000833,2020년,10월,서울,구로구,SK구로주유소,서울 구로구 구일로 94 (구로동),SK에너지,일반,,1377.68,1177.03,1098.0
A0000919,2020년,10월,서울,서초구,현대오일뱅크(주)직영 팔레스주유소,서울 서초구 사평대로 136 (반포동),현대오일뱅크,일반,1561.58,1393.19,1229.97,
A0000911,2020년,10월,서울,서초구,현대오일뱅크㈜직영 반포셀프주유소,서울 서초구 사평대로 12,현대오일뱅크,셀프,1576.74,1417.29,1260.94,
A0000855,2020년,10월,서울,구로구,대원셀프주유소,서울 구로구 개봉로 7,현대오일뱅크,셀프,,1299.0,1118.0,
A0009905,2020년,10월,서울,서초구,현대오일뱅크㈜직영 사평로주유소,서울 서초구 사평대로 350 (서초동),현대오일뱅크,일반,1839.0,1682.0,1497.0,
A0000350,2020년,10월,서울,구로구,동아주유소,서울 구로구 도림로 91 (구로동),S-OIL,일반,,1598.0,1198.0,1050.0
A0009919,2020년,10월,서울,서초구,현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,현대오일뱅크,일반,1562.0,1399.29,1195.29,1070.0
A0000818,2020년,10월,서울,구로구,서서울고속주유소,서울 구로구 경인로 150 (오류동),GS칼텍스,셀프,,1358.13,1159.87,
A0009361,2020년,10월,서울,성동구,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),S-OIL,셀프,,1312.23,1114.87,
A0032710,2020년,10월,서울,구로구,시몬주유소,서울 구로구 부일로 871,S-OIL,일반,,1397.0,1197.0,
A0009392,2020년,10월,서울,성동구,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),GS칼텍스,일반,1993.0,1705.0,1557.0,
A0000827,2020년,10월,서울,구로구,신성주유소,서울 구로구 구로동로 187 (구로제2동),현대오일뱅크,셀프,,1291.26,1091.26,1133.87
A0009394,2020년,10월,서울,성동구,KLP제2주유소,서울 성동구 동일로 249 (송정동),현대오일뱅크,셀프,,1323.71,1123.71,
A0000830,2020년,10월,서울,구로구,영진주유소,서울 구로구 구로동로 20 (가리봉동),S-OIL,일반,,1397.0,1156.0,990.0
A0000850,2020년,10월,서울,구로구,대성산업(주)디큐브주유소,서울 구로구 경인로 650 (신도림동),GS칼텍스,일반,1548.0,1277.39,1077.39,
A0001144,2020년,10월,서울,관악구,SK에너지(주) 신봉천,서울 관악구 남부순환로 1880 (봉천동),SK에너지,일반,1558.0,1438.0,1277.0,1099.0
A0000655,2020년,10월,서울,관악구,CJ대한통운㈜ 신림주유소,서울 관악구 남부순환로 1515 (신림동),GS칼텍스,일반,,1472.55,1281.13,
A0001193,2020년,10월,서울,서대문구,지에스칼텍스(주)홍제동주유소,서울 서대문구 통일로 372,GS칼텍스,셀프,1536.29,1360.48,1160.48,1265.0
A0009610,2020년,10월,서울,강북구,덕릉로주유소,서울 강북구 덕릉로 158 (번동),S-OIL,셀프,,1325.71,1116.71,
A0009829,2020년,10월,서울,강남구,자곡셀프주유소,서울 강남구 밤고개로 120 (자곡동),SK에너지,셀프,,1401.48,1202.61,
A0009678,2020년,10월,서울,강북구,북서울고속주유소,서울 강북구 삼양로 410 (수유동),S-OIL,셀프,,1275.1,1075.1,
A0009837,2020년,10월,서울,강남구,일원주유소,서울 강남구 양재대로55길 3 (일원동),S-OIL,셀프,,1448.0,1235.42,1200.0
A0009535,2020년,10월,서울,강북구,세원주유소,서울 강북구 한천로 918 (번동),SK에너지,셀프,,1343.52,1137.39,900.0
A0009835,2020년,10월,서울,강남구,오일프러스 셀프,서울 강남구 남부순환로 2651 (도곡동),SK에너지,셀프,1546.35,1385.61,1181.26,
A0009608,2020년,10월,서울,강북구,수유동주유소,서울 강북구 도봉로 395 (수유동),GS칼텍스,셀프,,1273.9,1073.9,
A0010267,2020년,10월,서울,강남구,역삼주유소,서울 강남구 역삼로 205,GS칼텍스,일반,1625.0,1415.0,1255.0,
A0000394,2020년,10월,서울,강북구,씨앤에스유통㈜ 미아셀프주유소,서울 강북구 도봉로 200 (미아동),현대오일뱅크,셀프,1767.0,1338.1,1131.0,
A0010269,2020년,10월,서울,강남구,에쓰-오일㈜직영 개나리주유소,서울 강남구 언주로 423 (역삼동),S-OIL,일반,1565.0,1415.0,1237.45,
A0009603,2020년,10월,서울,강북구,에덴주유소,서울 강북구 월계로 195 (번동),SK에너지,셀프,,1326.94,1126.29,
A0001224,2020년,10월,서울,강남구,에스제이에너지산업(주) 개포주유소,서울 강남구 양재대로 339,GS칼텍스,일반,1750.0,1498.0,1298.0,1150.0
A0009640,2020년,10월,서울,강북구,현대오일뱅크(주)직영 번동셀프주유소,서울 강북구 한천로 963 (번동),현대오일뱅크,셀프,1767.0,1337.97,1129.9,
A0009661,2020년,10월,서울,강북구,현대오일뱅크㈜직영 새한셀프주유소,서울 강북구 도봉로 75,현대오일뱅크,셀프,1767.0,1338.87,1135.13,
A0001214,2020년,10월,서울,강남구,삼성동주유소,서울 강남구 테헤란로 619 (삼성동),현대오일뱅크,셀프,1597.0,1461.0,1286.0,
A0000491,2020년,10월,서울,강서구,(주)타이거오일 방화주유소,서울 강서구 방화동로 58-2 (방화동),SK에너지,셀프,,1278.48,1078.48,950.0
A0009828,2020년,10월,서울,강남구,방죽주유소,서울 강남구 밤고개로 215 (율현동),S-OIL,셀프,,1393.52,1187.39,
A0033271,2020년,10월,서울,강서구,(주)한진 김포공항제2주유소,서울 강서구 하늘길 112,S-OIL,셀프,,1425.42,1231.84,
A0010232,2020년,10월,서울,강남구,명품주유소,서울 강남구 도곡로 249 (역삼동),S-OIL,일반,1828.0,1698.0,1528.0,
A0009060,2020년,10월,서울,강서구,(주)한진 김포공항주유소,서울 강서구 하늘길 259,S-OIL,셀프,,1335.61,1144.61,1020.0
A0010177,2020년,10월,서울,강남구,대청주유소,서울 강남구 개포로 654 (일원동),SK에너지,일반,2007.0,1779.0,1571.81,1499.0
A0033328,2020년,10월,서울,강서구,KH에너지(주)직영 KH외발산주유소,서울 강서구 방화대로 30,SK에너지,셀프,1689.0,1304.81,1103.84,
A0001225,2020년,10월,서울,강남구,대성석유(주)동호주유소,서울 강남구 봉은사로113길 51,GS칼텍스,일반,1877.0,1777.0,1576.35,
A0000550,2020년,10월,서울,강서구,SK KH에너지 가양주유소,서울 강서구 강서로 498 (가양동),SK에너지,일반,1689.0,1395.0,1202.74,
A0009712,2020년,10월,서울,강남구,대동석유 압구정주유소,서울 강남구 언주로 842 (신사동),SK에너지,셀프,1633.0,1453.0,1273.0,
A0001202,2020년,10월,서울,강남구,지에스칼텍스(주)학여울주유소,서울 강남구 남부순환로 3170 (일원2동),GS칼텍스,일반,2121.19,1876.87,1637.0,
A0009645,2020년,10월,서울,강북구,대성석유(주)신광주유소,서울 강북구 삼양로 484,GS칼텍스,일반,,1313.19,1112.71,1000.0
A0009609,2020년,10월,서울,강북구,㈜지에스이앤알 미아주유소,서울 강북구 도봉로 122 (미아동),GS칼텍스,셀프,1637.0,1313.45,1113.45,
A0001199,2020년,10월,서울,강남구,지에스칼텍스㈜ 삼성로주유소,서울 강남구 삼성로 563 (삼성동),GS칼텍스,셀프,1597.0,1441.0,1266.0,
A0009805,2020년,10월,서울,강동구,(주)소모에너지 성내주유소,서울 강동구 올림픽로 578 (성내동),GS칼텍스,셀프,,1419.61,1219.61,
A0009799,2020년,10월,서울,강동구,강동주유소,서울 강동구 양재대로 1509 (길동),SK에너지,일반,2146.39,1851.39,1625.39,1127.0
A0009743,2020년,10월,서울,강동구,광성주유소,서울 강동구 올림픽로 673 (천호동),S-OIL,일반,,1498.0,1298.0,1230.0
A0001839,2020년,10월,서울,강동구,(주)소모 신월주유소,서울 강동구 양재대로 1323 (성내동),GS칼텍스,셀프,1599.9,1399.9,1202.32,1000.0
A0009793,2020년,10월,서울,강동구,구천면주유소,서울 강동구 구천면로 357 (암사동),현대오일뱅크,일반,,1383.68,1191.84,
A0009807,2020년,10월,서울,강동구,(주)삼표에너지 고덕주유소,서울 강동구 고덕로 39 (암사동),GS칼텍스,셀프,1678.0,1478.0,1279.0,1103.0
A0009804,2020년,10월,서울,강동구,대성석유(주)길동주유소,서울 강동구 천호대로 1168,GS칼텍스,일반,1624.13,1413.16,1213.16,1000.0
A0001216,2020년,10월,서울,강남구,현대오일뱅크㈜직영 오천주유소,서울 강남구 봉은사로 503 (삼성동),현대오일뱅크,일반,1597.0,1441.0,1266.0,1025.0
A0009745,2020년,10월,서울,강동구,방아다리주유소,서울 강동구 동남로 811 (명일동),SK에너지,셀프,,1435.0,1245.0,975.0
A0009724,2020년,10월,서울,강남구,현대오일뱅크(주)직영 한양주유소,서울 강남구 압구정로 302 (신사동),현대오일뱅크,일반,1835.74,1630.26,1419.94,
A0009814,2020년,10월,서울,강동구,재건에너지 재정제2주유소 고속셀프지점,서울특별시 강동구  천호대로 1246 (둔촌제2동),현대오일뱅크,셀프,1598.0,1398.0,1202.52,895.0
A0009725,2020년,10월,서울,강남구,현대오일뱅크(주)직영 신사현대주유소,서울 강남구 도산대로 163 (신사동),현대오일뱅크,일반,1896.0,1586.0,1422.0,
A0000474,2020년,10월,서울,강서구,강서열린주유소,서울 강서구 등촌로 213 (등촌동),GS칼텍스,일반,,1356.68,1156.68,1250.0
A0009827,2020년,10월,서울,강동구,주)지유에너지직영 오렌지주유소,서울 강동구 성안로 102 (성내동),SK에너지,일반,,1456.0,1265.0,1101.0
A0009824,2020년,10월,서울,강동구,지에스칼텍스㈜ 동서울주유소,서울 강동구 천호대로 1456 (상일동),GS칼텍스,셀프,,1406.94,1213.06,
A0010229,2020년,10월,서울,강남구,현대오일뱅크(주) 유진주유소,서울 강남구 논현로 152 (도곡동),현대오일뱅크,일반,1562.0,1398.97,1194.97,1090.0
A0000660,2020년,10월,서울,강동구,천호현대주유소,서울 강동구 천중로 67 (천호동),현대오일뱅크,일반,,1465.0,1267.0,1000.0
A0009811,2020년,10월,서울,강동구,현대오일뱅크㈜직영 명일셀프주유소,서울 강동구 고덕로 168 (명일동),현대오일뱅크,셀프,1625.0,1402.74,1205.74,
A0009738,2020년,10월,서울,강남구,현대오일뱅크 도곡셀프주유소,서울 강남구  남부순환로 2718 (도곡2동),현대오일뱅크,셀프,1547.0,1385.23,1179.97,
A0009812,2020년,10월,서울,강동구,현대오일뱅크㈜직영 암사셀프주유소,서울 강동구 올림픽로 749 (암사동),현대오일뱅크,셀프,1598.0,1408.45,1209.61,
A0009974,2020년,10월,서울,강남구,지에스칼텍스㈜에너지플러스허브GS타워,서울 강남구 논현로 516 (역삼동),GS칼텍스,일반,1628.0,1415.0,1255.0,
A0000189,2020년,10월,서울,강북구,(주)서울에너지 시민주유소,서울 강북구 인수봉로 185 (수유동),SK에너지,일반,,1295.84,1097.45,
A0009708,2020년,10월,서울,강남구,지에스칼텍스㈜ 주성주유소,서울 강남구 영동대로 716,GS칼텍스,일반,1572.1,1422.1,1243.06,
A0009641,2020년,10월,서울,강북구,(주)석산에너지,서울 강북구 삼양로 316 (수유동),현대오일뱅크,셀프,,1274.26,1074.26,800.0
A0009665,2020년,10월,서울,강북구,SK에너지(주) 매일주유소,서울 강북구 삼양로 217 (미아동),SK에너지,셀프,,1318.61,1122.16,
A0001185,2020년,10월,서울,강남구,지에스칼텍스㈜ 은마주유소,서울 강남구 영동대로 235,GS칼텍스,일반,1565.0,1415.0,1255.0,
A0009838,2020년,10월,서울,강남구,현대오일뱅크(주)직영 산성셀프주유소,서울 강남구 헌릉로 730,GS칼텍스,셀프,,1380.35,1191.13,
A0009705,2020년,10월,서울,강남구,대교셀프주유소,서울 강남구 강남대로 640 (신사동),SK에너지,셀프,1750.0,1550.0,1350.0,
A0009733,2020년,10월,서울,강남구,논현동주유소,서울 강남구 학동로 229 (논현동),GS칼텍스,셀프,1694.96,1508.97,1351.48,1180.56
A0032866,2020년,10월,서울,강서구,강서오곡셀프주유소,서울 강서구 벌말로 254 (오곡동),SK에너지,셀프,,1279.19,1079.19,
A0032673,2020년,10월,서울,마포구,용강주유소,서울 마포구 토정로 258,S-OIL,일반,,1415.35,1215.35,
A0000159,2020년,10월,서울,마포구,청원주유소,서울 마포구 월드컵북로 113 (성산동),현대오일뱅크,셀프,1748.0,1398.0,1198.0,
A0000498,2020년,10월,서울,강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),S-OIL,셀프,,1535.0,1332.0,
A0000623,2020년,10월,서울,서대문구,(주)가재울뉴타운주유소,서울 서대문구 모래내로 205,현대오일뱅크,셀프,,1352.84,1152.84,
A0000534,2020년,10월,서울,강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,SK에너지,일반,,1440.26,1240.26,1062.26
A0000520,2020년,10월,서울,강서구,하이웨이주유소,서울특별시 강서구 공항대로 432(화곡동),S-OIL,셀프,1465.97,1335.97,1176.29,
A0000178,2020년,10월,서울,서대문구,(주)미래아스팔트 신우주유소,서울 서대문구 가좌로 106(홍은동),S-OIL,셀프,,1352.97,1152.97,
A0000565,2020년,10월,서울,강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),현대오일뱅크,셀프,,1276.61,1076.61,
A0000744,2020년,10월,서울,서대문구,(주)안국에너지 삼보셀프주유소,서울 서대문구 연희로 78 (연희동),SK에너지,셀프,,1359.0,1152.55,
A0000501,2020년,10월,서울,강서구,현대오일뱅크 등촌주유소,서울 강서구 등촌로 189 (등촌동),현대오일뱅크,일반,,1346.35,1148.29,
A0000585,2020년,10월,서울,서대문구,(주)창원이엔지 홍제지점,서울 서대문구 통일로 455 (홍제동),현대오일뱅크,일반,,1320.16,1120.16,1200.0
A0000546,2020년,10월,서울,강서구,현대오일뱅크 양화교셀프주유소,서울 강서구 공항대로 653,현대오일뱅크,셀프,1599.0,1372.55,1180.29,1000.0
A0000495,2020년,10월,서울,강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),GS칼텍스,셀프,1484.81,1337.9,1111.0,1100.0
A0000632,2020년,10월,서울,서대문구,㈜우남에너지 문화사랑주유소,서울 서대문구 세검정로 87 (홍제동),S-OIL,셀프,,1320.81,1120.16,1050.0
A0000568,2020년,10월,서울,서대문구,광호주유소,서울 서대문구 연희로 266 (홍은동),SK에너지,일반,,1355.1,1155.1,
A0000558,2020년,10월,서울,강서구,현대오일뱅크㈜직영 에어포트주유소,서울 강서구 개화동로 519 (방화동),현대오일뱅크,일반,,1340.61,1132.23,
A0000134,2020년,10월,서울,서대문구,구도일주유소 두꺼비,서울 서대문구 성산로 312,S-OIL,셀프,,1350.84,1150.52,1067.74
A0000519,2020년,10월,서울,강서구,화곡역주유소,서울 강서구 강서로 154 (화곡동),알뜰주유소,셀프,,1264.06,1064.58,
A0000737,2020년,10월,서울,서대문구,남정주유소,서울 서대문구 모래내로 243 (남가좌동),GS칼텍스,일반,,1358.23,1158.29,1200.0
